contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
A140118C00029000,A,1/18/2014,call,29,A,14.05,,14.65,,0,0,6/28/2013,0.9239,0.011,-1.7436,4.5696,0.4083
A140118P00029000,A,1/18/2014,put,29,A,0.4,,0.45,,0,20,6/28/2013,-0.0687,0.0106,-1.469,4.2247,0.3898
A140118C00030000,A,1/18/2014,call,30,A,13.15,,13.6,,0,62,6/28/2013,0.9146,0.0126,-1.8126,4.9833,0.3895
A140118P00030000,A,1/18/2014,put,30,A,0.47,,0.52,,0,375,6/28/2013,-0.0803,0.0124,-1.6034,4.7589,0.3779
A140118C00031000,A,1/18/2014,call,31,A,12.2,,12.5,,0,0,6/28/2013,0.9101,0.0142,-1.7399,5.18,0.3585
A140118P00031000,A,1/18/2014,put,31,A,0.56,,0.61,,0,3,6/28/2013,-0.0945,0.0143,-1.7626,5.3734,0.3681
A140118C00032000,A,1/18/2014,call,32,A,11.3,,11.5,,0,110,6/28/2013,0.8982,0.0162,-1.8112,5.673,0.3412
A140118P00032000,A,1/18/2014,put,32,A,0.67,,0.71,,0,308,6/28/2013,-0.1108,0.0165,-1.9262,6.0306,0.3585
A140118C00033000,A,1/18/2014,call,33,A,10.45,,10.6,,0,0,6/28/2013,0.8788,0.0189,-2.0037,6.4292,0.3343
A140118P00033000,A,1/18/2014,put,33,A,0.78,,0.83,,0,0,6/28/2013,-0.1288,0.0189,-2.08,6.7069,0.3484
A140118C00034000,A,1/18/2014,call,34,A,9.55,,9.75,,0,0,6/28/2013,0.8585,0.0216,-2.1598,7.1568,0.3247
A140118P00034000,A,1/18/2014,put,34,A,0.92,,0.97,,0,32,6/28/2013,-0.1497,0.0214,-2.2439,7.432,0.3394
A140118C00035000,A,1/18/2014,call,35,A,8.75,,8.9,,0,111,6/28/2013,0.8332,0.0246,-2.3573,7.9792,0.3189
A140118P00035000,A,1/18/2014,put,35,A,1.08,,1.14,,0,473,6/28/2013,-0.1736,0.0243,-2.409,8.1847,0.3311
A140118C00036000,A,1/18/2014,call,36,A,7.9,,8.1,,0,0,6/28/2013,0.807,0.0277,-2.5025,8.7446,0.3096
A140118P00036000,A,1/18/2014,put,36,A,1.28,,1.33,,0,2,6/28/2013,-0.2006,0.0272,-2.5726,8.9505,0.3236
A140118C00037000,A,1/18/2014,call,37,A,7.15,,7.3,,0,71,6/28/2013,0.7756,0.0308,-2.6791,9.5555,0.3041
A140118P00037000,A,1/18/2014,put,37,A,1.5,,1.56,,0,812,6/28/2013,-0.2305,0.0301,-2.7254,9.7038,0.3165
A140118C00038000,A,1/18/2014,call,38,A,6.4,,6.55,,0,0,6/28/2013,0.7419,0.034,-2.8237,10.3128,0.2975
A140118P00038000,A,1/18/2014,put,38,A,1.77,,1.82,,0,32,6/28/2013,-0.2638,0.033,-2.8707,10.4293,0.3105
A140118C00039000,A,1/18/2014,call,39,A,5.7,,5.85,,0,1,6/28/2013,0.7046,0.037,-2.9604,11.0189,0.2926
A140118P00039000,A,1/18/2014,put,39,A,2.07,,2.12,,0,9,6/28/2013,-0.2997,0.0357,-2.9927,11.0924,0.3047
A140118C00040000,A,1/18/2014,call,40,A,5.05,,5.2,,0,314,6/28/2013,0.6645,0.0396,-3.0753,11.6343,0.2884
A140118P00040000,A,1/18/2014,put,40,A,2.41,,2.46,,0,364,6/28/2013,-0.3382,0.0383,-3.0878,11.6707,0.2992
A140118C00041000,A,1/18/2014,call,41,A,4.4,,4.55,,0,32,6/28/2013,0.6227,0.0424,-3.1154,12.1249,0.2807
A140118P00041000,A,1/18/2014,put,41,A,2.78,,2.85,,0,39,6/28/2013,-0.379,0.0406,-3.1507,12.1416,0.2939
A140118C00042000,A,1/18/2014,call,42,A,3.85,,4,,1,675,6/28/2013,0.5783,0.0441,-3.1715,12.4863,0.2779
A140118P00042000,A,1/18/2014,put,42,A,3.2,,3.3,,0,523,6/28/2013,-0.4215,0.0423,-3.1892,12.4848,0.2898
A140118C00043000,A,1/18/2014,call,43,A,3.35,,3.45,,0,82,6/28/2013,0.5328,0.0455,-3.1703,12.6893,0.2737
A140118P00043000,A,1/18/2014,put,43,A,3.7,,3.8,,0,172,6/28/2013,-0.4648,0.0433,-3.2091,12.6827,0.2876
A140118C00044000,A,1/18/2014,call,44,A,2.88,,2.95,,0,573,6/28/2013,0.4864,0.0463,-3.1258,12.7249,0.2693
A140118P00044000,A,1/18/2014,put,44,A,4.2,,4.3,,0,5587,6/28/2013,-0.5093,0.0443,-3.1505,12.7288,0.2819
A140118C00045000,A,1/18/2014,call,45,A,2.45,,2.52,,3,1396,6/28/2013,0.4404,0.0463,-3.0528,12.5899,0.2662
A140118P00045000,A,1/18/2014,put,45,A,4.75,,4.9,,0,4621,6/28/2013,-0.5532,0.0444,-3.0832,12.6191,0.2791
A140118C00046000,A,1/18/2014,call,46,A,2.07,,2.14,,0,39,6/28/2013,0.3953,0.0458,-2.9463,12.2914,0.2634
A140118P00046000,A,1/18/2014,put,46,A,5.4,,5.5,,5,90,6/28/2013,-0.5959,0.0438,-2.9879,12.3628,0.2769
A140118C00047000,A,1/18/2014,call,47,A,1.74,,1.81,,0,81,6/28/2013,0.352,0.0445,-2.8124,11.8459,0.2611
A140118P00047000,A,1/18/2014,put,47,A,6.05,,6.2,,0,69,6/28/2013,-0.6367,0.0427,-2.8718,11.9785,0.2756
A140118C00048000,A,1/18/2014,call,48,A,1.46,,1.53,,0,0,6/28/2013,0.3113,0.0427,-2.6597,11.2802,0.2595
A140118P00048000,A,1/18/2014,put,48,A,6.75,,6.9,,0,110,6/28/2013,-0.6763,0.0412,-2.714,11.4673,0.2732
A140118C00049000,A,1/18/2014,call,49,A,1.21,,1.28,,0,24,6/28/2013,0.2723,0.0405,-2.4751,10.5986,0.2572
A140118P00049000,A,1/18/2014,put,49,A,7.5,,7.65,,0,68,6/28/2013,-0.7126,0.0392,-2.5544,10.8777,0.2723
A140118C00050000,A,1/18/2014,call,50,A,1.02,,1.07,,0,2365,6/28/2013,0.238,0.0378,-2.3007,9.8768,0.2567
A140118P00050000,A,1/18/2014,put,50,A,8.3,,8.45,,0,182,6/28/2013,-0.7447,0.0369,-2.4034,10.254,0.2731
A140118C00052500,A,1/18/2014,call,52.5,A,0.62,,0.69,,0,1115,6/28/2013,0.1649,0.0305,-1.8306,7.9188,0.2551
A140118P00052500,A,1/18/2014,put,52.5,A,10.4,,10.55,,0,102,6/28/2013,-0.8138,0.0306,-1.9824,8.5521,0.2744
A140118C00055000,A,1/18/2014,call,55,A,0.36,,0.44,,0,1312,6/28/2013,0.1105,0.0233,-1.3855,6.0206,0.2542
A140118P00055000,A,1/18/2014,put,55,A,12.65,,12.8,,0,10,6/28/2013,-0.8632,0.0246,-1.6193,6.994,0.2796
A140118C00060000,A,1/18/2014,call,60,A,0.14,,0.19,,10,1007,6/28/2013,0.0507,0.0126,-0.7837,3.3296,0.2604
A140118P00060000,A,1/18/2014,put,60,A,17.1,,17.55,,0,16,6/28/2013,-0.9347,0.0143,-0.8625,4.0622,0.2796
A140118C00065000,A,1/18/2014,call,65,A,0.05,,0.11,,0,54,6/28/2013,0.025,0.0067,-0.4566,1.8645,0.2712
A140118P00065000,A,1/18/2014,put,65,A,21.8,,22.5,,0,0,6/28/2013,-0.971,0.0074,-0.3559,2.1137,0.2796
A140222C00023000,A,2/22/2014,call,23,A,19.8,,20.55,,0,0,6/28/2013,0.9749,0.0039,-0.7275,2.0231,0.4312
A140222P00023000,A,2/22/2014,put,23,A,0.19,,0.24,,0,6,6/28/2013,-0.0306,0.0044,-0.829,2.3873,0.4558
A140222C00024000,A,2/22/2014,call,24,A,18.85,,19.35,,0,0,6/28/2013,0.9669,0.005,-0.9034,2.551,0.4312
A140222P00024000,A,2/22/2014,put,24,A,0.22,,0.29,,0,0,6/28/2013,-0.0363,0.0052,-0.9293,2.7505,0.4436
A140222C00025000,A,2/22/2014,call,25,A,17.75,,18.6,,0,0,6/28/2013,0.956,0.0062,-1.1346,3.2155,0.4355
A140222P00025000,A,2/22/2014,put,25,A,0.26,,0.32,,0,0,6/28/2013,-0.042,0.0061,-1.0115,3.0988,0.4287
A140222C00026000,A,2/22/2014,call,26,A,16.9,,17.45,,0,0,6/28/2013,0.9537,0.0069,-1.1103,3.3524,0.4073
A140222P00026000,A,2/22/2014,put,26,A,0.31,,0.37,,0,0,6/28/2013,-0.0494,0.0071,-1.1212,3.5322,0.417
A140222C00027000,A,2/22/2014,call,27,A,16,,16.5,,0,0,6/28/2013,0.9413,0.0083,-1.3281,4.0444,0.4076
A140222P00027000,A,2/22/2014,put,27,A,0.37,,0.42,,0,0,6/28/2013,-0.0578,0.0083,-1.2318,3.9962,0.4051
A140222C00028000,A,2/22/2014,call,28,A,15.05,,15.55,,0,0,6/28/2013,0.9327,0.0095,-1.4246,4.503,0.3936
A140222P00028000,A,2/22/2014,put,28,A,0.43,,0.48,,0,0,6/28/2013,-0.067,0.0095,-1.3395,4.4849,0.3927
A140222C00029000,A,2/22/2014,call,29,A,14.05,,14.8,,0,0,6/28/2013,0.9196,0.0111,-1.5993,5.1584,0.3876
A140222P00029000,A,2/22/2014,put,29,A,0.51,,0.56,,0,0,6/28/2013,-0.0785,0.0111,-1.4745,5.064,0.383
A140222C00030000,A,2/22/2014,call,30,A,13.2,,13.6,,0,0,6/28/2013,0.9128,0.0126,-1.597,5.4794,0.3639
A140222P00030000,A,2/22/2014,put,30,A,0.6,,0.64,,0,10,6/28/2013,-0.0911,0.0127,-1.602,5.6609,0.3724
A140222C00031000,A,2/22/2014,call,31,A,12.35,,12.5,,0,0,6/28/2013,0.9036,0.0144,-1.6276,5.905,0.3441
A140222P00031000,A,2/22/2014,put,31,A,0.7,,0.77,,0,0,6/28/2013,-0.1067,0.0146,-1.7606,6.3545,0.3648
A140222C00032000,A,2/22/2014,call,32,A,11.45,,11.6,,0,0,6/28/2013,0.888,0.0165,-1.7554,6.5824,0.3338
A140222P00032000,A,2/22/2014,put,32,A,0.83,,0.89,,0,0,6/28/2013,-0.1237,0.0166,-1.9101,7.0609,0.3564
A140222C00033000,A,2/22/2014,call,33,A,10.6,,10.75,,0,0,6/28/2013,0.8671,0.0189,-1.9445,7.4204,0.3295
A140222P00033000,A,2/22/2014,put,33,A,0.97,,1.02,,0,0,6/28/2013,-0.1423,0.0188,-2.0489,7.7771,0.3473
A140222C00034000,A,2/22/2014,call,34,A,9.75,,9.95,,0,0,6/28/2013,0.8445,0.0213,-2.1185,8.2493,0.324
A140222P00034000,A,2/22/2014,put,34,A,1.13,,1.19,,0,0,6/28/2013,-0.1638,0.0211,-2.1973,8.5355,0.3396
A140222C00035000,A,2/22/2014,call,35,A,8.95,,9.1,,0,0,6/28/2013,0.8208,0.0239,-2.2614,9.0424,0.3163
A140222P00035000,A,2/22/2014,put,35,A,1.33,,1.37,,0,15,6/28/2013,-0.1877,0.0234,-2.344,9.307,0.3325
A140222C00036000,A,2/22/2014,call,36,A,8.15,,8.35,,0,0,6/28/2013,0.7927,0.0265,-2.4281,9.8791,0.3116
A140222P00036000,A,2/22/2014,put,36,A,1.55,,1.6,,0,0,6/28/2013,-0.2145,0.0259,-2.4912,10.0821,0.3265
A140222C00037000,A,2/22/2014,call,37,A,7.4,,7.6,,0,0,6/28/2013,0.7625,0.0291,-2.577,10.6771,0.3068
A140222P00037000,A,2/22/2014,put,37,A,1.79,,1.84,,0,0,6/28/2013,-0.243,0.0284,-2.6117,10.8152,0.3194
A140222C00038000,A,2/22/2014,call,38,A,6.7,,6.85,,0,0,6/28/2013,0.7302,0.0317,-2.7012,11.4178,0.3013
A140222P00038000,A,2/22/2014,put,38,A,2.08,,2.14,,0,0,6/28/2013,-0.2748,0.0307,-2.7395,11.5258,0.3147
A140222C00039000,A,2/22/2014,call,39,A,6,,6.15,,0,0,6/28/2013,0.6959,0.0343,-2.795,12.0863,0.295
A140222P00039000,A,2/22/2014,put,39,A,2.39,,2.45,,0,0,6/28/2013,-0.3082,0.033,-2.8316,12.1596,0.3086
A140222C00040000,A,2/22/2014,call,40,A,5.4,,5.55,,0,0,6/28/2013,0.6581,0.0362,-2.9163,12.6874,0.2938
A140222P00040000,A,2/22/2014,put,40,A,2.75,,2.83,,0,0,6/28/2013,-0.3441,0.035,-2.9194,12.7178,0.3047
A140222C00041000,A,2/22/2014,call,41,A,4.8,,4.95,,0,0,6/28/2013,0.6196,0.0381,-2.9746,13.1608,0.2893
A140222P00041000,A,2/22/2014,put,41,A,3.15,,3.25,,0,0,6/28/2013,-0.3814,0.0366,-2.9834,13.1711,0.3011
A140222C00042000,A,2/22/2014,call,42,A,4.2,,4.35,,0,0,6/28/2013,0.5795,0.04,-2.9756,13.5103,0.2822
A140222P00042000,A,2/22/2014,put,42,A,3.55,,3.65,,0,0,6/28/2013,-0.42,0.0385,-2.9827,13.5067,0.294
A140222C00043000,A,2/22/2014,call,43,A,3.7,,3.85,,0,13,6/28/2013,0.5383,0.0411,-2.9914,13.721,0.2797
A140222P00043000,A,2/22/2014,put,43,A,4.05,,4.15,,0,18,6/28/2013,-0.4595,0.0394,-2.9971,13.7136,0.2916
A140222C00044000,A,2/22/2014,call,44,A,3.25,,3.35,,0,8,6/28/2013,0.4967,0.0417,-2.9675,13.7841,0.2765
A140222P00044000,A,2/22/2014,put,44,A,4.6,,4.7,,0,0,6/28/2013,-0.4989,0.0398,-2.9899,13.7845,0.29
A140222C00045000,A,2/22/2014,call,45,A,2.82,,2.93,,0,3,6/28/2013,0.4556,0.0417,-2.9217,13.699,0.2742
A140222P00045000,A,2/22/2014,put,45,A,5.15,,5.25,,0,0,6/28/2013,-0.539,0.0402,-2.9239,13.7186,0.2857
A140222C00046000,A,2/22/2014,call,46,A,2.43,,2.54,,0,0,6/28/2013,0.4149,0.0415,-2.8432,13.4699,0.2716
A140222P00046000,A,2/22/2014,put,46,A,5.75,,5.85,,0,0,6/28/2013,-0.5785,0.04,-2.8393,13.5166,0.2824
A140222C00047000,A,2/22/2014,call,47,A,2.08,,2.2,,0,0,6/28/2013,0.3747,0.0409,-2.7291,13.0989,0.2683
A140222P00047000,A,2/22/2014,put,47,A,6.4,,6.55,,0,0,6/28/2013,-0.6154,0.0392,-2.7605,13.2042,0.2819
A140222C00048000,A,2/22/2014,call,48,A,1.77,,1.89,,0,0,6/28/2013,0.3363,0.0397,-2.6004,12.6076,0.2658
A140222P00048000,A,2/22/2014,put,48,A,7.1,,7.25,,0,0,6/28/2013,-0.651,0.0381,-2.6543,12.7855,0.2809
A140222C00049000,A,2/22/2014,call,49,A,1.5,,1.62,,0,0,6/28/2013,0.3007,0.0381,-2.4659,12.0265,0.2644
A140222P00049000,A,2/22/2014,put,49,A,7.85,,7.95,,0,0,6/28/2013,-0.6854,0.0368,-2.522,12.2682,0.2793
A140222C00050000,A,2/22/2014,call,50,A,1.27,,1.38,,0,0,6/28/2013,0.267,0.0362,-2.3137,11.3602,0.2628
A140222P00050000,A,2/22/2014,put,50,A,8.6,,8.75,,0,0,6/28/2013,-0.7162,0.0351,-2.3978,11.7061,0.2795
A140222C00052500,A,2/22/2014,call,52.5,A,0.82,,0.92,,0,0,6/28/2013,0.1932,0.0306,-1.9012,9.4735,0.2592
A140222P00052500,A,2/22/2014,put,52.5,A,10.65,,10.75,,0,10,6/28/2013,-0.7862,0.0303,-2.021,10.0639,0.278
A140222C00055000,A,2/22/2014,call,55,A,0.52,,0.6,,0,0,6/28/2013,0.136,0.0245,-1.4991,7.5383,0.2572
A140222P00055000,A,2/22/2014,put,55,A,12.8,,12.95,,0,0,6/28/2013,-0.8406,0.0252,-1.657,8.3876,0.2788
A140222C00060000,A,2/22/2014,call,60,A,0.19,,0.27,,0,0,6/28/2013,0.064,0.0141,-0.857,4.3285,0.2565
A140222P00060000,A,2/22/2014,put,60,A,17.05,,17.65,,0,0,6/28/2013,-0.9202,0.0156,-0.9234,5.1273,0.2748
A150117C00020000,A,1/17/2015,call,20,A,22.8,,23.55,,0,0,6/28/2013,0.9744,0.0032,-0.4129,3.175,0.3544
A150117P00020000,A,1/17/2015,put,20,A,0.47,,0.57,,0,52,6/28/2013,-0.0447,0.0041,-0.6855,5.0262,0.4281
A150117C00023000,A,1/17/2015,call,23,A,20.05,,20.75,,0,0,6/28/2013,0.9489,0.0056,-0.6934,5.5968,0.3544
A150117P00023000,A,1/17/2015,put,23,A,0.74,,0.84,,0,34,6/28/2013,-0.0676,0.0061,-0.8927,6.9654,0.4029
A150117C00025000,A,1/17/2015,call,25,A,18.3,,18.9,,0,0,6/28/2013,0.9285,0.0074,-0.8716,7.2754,0.3477
A150117P00025000,A,1/17/2015,put,25,A,0.96,,1,,0,123,6/28/2013,-0.0851,0.0076,-1.0083,8.2933,0.3827
A150117C00028000,A,1/17/2015,call,28,A,15.75,,15.95,,0,0,6/28/2013,0.8991,0.0104,-1.0259,9.4183,0.3182
A150117P00028000,A,1/17/2015,put,28,A,1.42,,1.49,,0,180,6/28/2013,-0.122,0.0104,-1.2521,10.7874,0.3661
A150117C00030000,A,1/17/2015,call,30,A,13.95,,14.35,,0,0,6/28/2013,0.8708,0.0129,-1.1697,11.2297,0.3063
A150117P00030000,A,1/17/2015,put,30,A,1.81,,1.88,,0,190,6/28/2013,-0.1513,0.0124,-1.4064,12.4998,0.3554
A150117C00033000,A,1/17/2015,call,33,A,11.85,,12.1,,0,2,6/28/2013,0.8102,0.0165,-1.4921,14.4574,0.3075
A150117P00033000,A,1/17/2015,put,33,A,2.5,,2.64,,0,431,6/28/2013,-0.2026,0.0155,-1.6183,15.0423,0.3408
A150117C00035000,A,1/17/2015,call,35,A,10.45,,10.7,,0,3,6/28/2013,0.7675,0.0189,-1.6441,16.2803,0.3023
A150117P00035000,A,1/17/2015,put,35,A,3.1,,3.25,,0,249,6/28/2013,-0.242,0.0176,-1.7472,16.6462,0.3332
A150117C00037000,A,1/17/2015,call,37,A,9.15,,9.4,,0,19,6/28/2013,0.7214,0.0212,-1.7729,17.9025,0.2975
A150117P00037000,A,1/17/2015,put,37,A,3.8,,3.95,,0,60,6/28/2013,-0.2845,0.0195,-1.8542,18.0837,0.3263
A150117C00040000,A,1/17/2015,call,40,A,7.4,,7.6,,0,105,6/28/2013,0.6469,0.024,-1.9075,19.8084,0.2907
A150117P00040000,A,1/17/2015,put,40,A,5,,5.15,,0,121,6/28/2013,-0.353,0.0221,-1.9545,19.8079,0.3154
A150117C00042000,A,1/17/2015,call,42,A,6.35,,6.55,,0,302,6/28/2013,0.5949,0.0254,-1.947,20.6632,0.2851
A150117P00042000,A,1/17/2015,put,42,A,6,,6.15,,0,19,6/28/2013,-0.4006,0.0231,-2.0084,20.6041,0.3126
A150117C00045000,A,1/17/2015,call,45,A,4.95,,5.15,,3,112,6/28/2013,0.5152,0.0269,-1.9463,21.2521,0.2779
A150117P00045000,A,1/17/2015,put,45,A,7.6,,7.75,,0,67,6/28/2013,-0.4733,0.0245,-2.0049,21.2201,0.3049
A150117C00047000,A,1/17/2015,call,47,A,4.2,,4.4,,0,96,6/28/2013,0.4639,0.027,-1.9216,21.1805,0.2758
A150117P00047000,A,1/17/2015,put,47,A,8.8,,9,,0,23,6/28/2013,-0.5204,0.0247,-1.9795,21.2398,0.3022
A150117C00050000,A,1/17/2015,call,50,A,3.2,,3.45,,3,85,6/28/2013,0.39,0.0265,-1.8255,20.4536,0.2718
A150117P00050000,A,1/17/2015,put,50,A,10.8,,11,,1,2,6/28/2013,-0.5882,0.0245,-1.8934,20.7463,0.2985
A150117C00052500,A,1/17/2015,call,52.5,A,2.55,,2.75,,0,10,6/28/2013,0.3326,0.0254,-1.7051,19.3674,0.2686
A150117P00052500,A,1/17/2015,put,52.5,A,12.6,,12.8,,0,8,6/28/2013,-0.6409,0.0237,-1.7858,19.9277,0.2957
A150117C00055000,A,1/17/2015,call,55,A,1.99,,2.17,,0,70,6/28/2013,0.2794,0.0238,-1.5541,17.9274,0.2648
A150117P00055000,A,1/17/2015,put,55,A,14.5,,14.75,,0,0,6/28/2013,-0.6886,0.0225,-1.6616,18.8442,0.294
A150117C00060000,A,1/17/2015,call,60,A,1.21,,1.35,,0,22,6/28/2013,0.1932,0.0197,-1.2452,14.6155,0.2607
A150117P00060000,A,1/17/2015,put,60,A,18.7,,18.9,,0,2,6/28/2013,-0.7661,0.0195,-1.4091,16.3413,0.2949
A150117C00065000,A,1/17/2015,call,65,A,0.71,,0.8,,0,111,6/28/2013,0.1268,0.0153,-0.9243,11.0859,0.2556
A150117P00065000,A,1/17/2015,put,65,A,23.05,,23.35,,0,13,6/28/2013,-0.8282,0.0162,-1.1243,13.5798,0.294
AAPL130628C00315000,AAPL,6/28/2013,call,315,A,80.75,,82.1,,2,0,6/28/2013,1,0,0,0,0.3
AAPL130628P00315000,AAPL,6/28/2013,put,315,A,0,,0.01,,0,205,6/28/2013,0,0,0,0,0.3
AAPL130628C00320000,AAPL,6/28/2013,call,320,A,75.85,,77.1,,0,2,6/28/2013,1,0,0,0,0.3
AAPL130628P00320000,AAPL,6/28/2013,put,320,A,0,,0.01,,0,17,6/28/2013,0,0,0,0,0.3
AAPL130628C00325000,AAPL,6/28/2013,call,325,A,70.6,,72.35,,0,0,6/28/2013,1,0,0,0,0.3
AAPL130628P00325000,AAPL,6/28/2013,put,325,A,0,,0.05,,0,115,6/28/2013,0,0,0,0,0.3
AAPL130628C00330000,AAPL,6/28/2013,call,330,A,65.75,,67.35,,0,0,6/28/2013,1,0,0,0,0.3
AAPL130628P00330000,AAPL,6/28/2013,put,330,A,0,,0.01,,4,398,6/28/2013,0,0,0,0,0.3
AAPL130628C00335000,AAPL,6/28/2013,call,335,A,60.6,,62.35,,0,0,6/28/2013,1,0,0,0,0.3
AAPL130628P00335000,AAPL,6/28/2013,put,335,A,0,,0.01,,0,579,6/28/2013,0,0,0,0,0.3
AAPL130628C00340000,AAPL,6/28/2013,call,340,A,55.8,,57.1,,10,3,6/28/2013,1,0,0,0,0.3
AAPL130628P00340000,AAPL,6/28/2013,put,340,A,0,,0.01,,56,1151,6/28/2013,0,0,0,0,0.3
AAPL130628C00345000,AAPL,6/28/2013,call,345,A,50.75,,52.1,,0,1,6/28/2013,1,0,0,0,0.3
AAPL130628P00345000,AAPL,6/28/2013,put,345,A,0,,0.01,,2,1018,6/28/2013,0,0,0,0,0.3
AAPL130628C00350000,AAPL,6/28/2013,call,350,A,45.65,,47.1,,1,40,6/28/2013,1,0,0,0,0.3
AAPL130628P00350000,AAPL,6/28/2013,put,350,A,0,,0.01,,37,1087,6/28/2013,0,0,0,0,0.3
AAPL130628C00355000,AAPL,6/28/2013,call,355,A,40.85,,42.1,,1,11,6/28/2013,1,0,0,0,0.3
AAPL130628P00355000,AAPL,6/28/2013,put,355,A,0,,0.01,,27,512,6/28/2013,0,0,0,0,0.3
AAPL130628C00360000,AAPL,6/28/2013,call,360,A,35.7,,37.1,,0,10,6/28/2013,1,0,0,0,0.3
AAPL130628P00360000,AAPL,6/28/2013,put,360,A,0,,0.02,,304,1066,6/28/2013,0,0,0,0,0.3
AAPL130628C00365000,AAPL,6/28/2013,call,365,A,30.9,,32.1,,1,3,6/28/2013,1,0,0,0,0.3
AAPL130628P00365000,AAPL,6/28/2013,put,365,A,0,,0.02,,316,1298,6/28/2013,0,0,0,0,0.3
AAPL130628C00370000,AAPL,6/28/2013,call,370,A,25.85,,27.2,,30,51,6/28/2013,1,0,0,0,0.3
AAPL130628P00370000,AAPL,6/28/2013,put,370,A,0,,0.01,,222,1587,6/28/2013,0,0,0,0,0.3
AAPL130628C00375000,AAPL,6/28/2013,call,375,A,20.8,,21.8,,189,222,6/28/2013,1,0,0,0,0.3
AAPL130628P00375000,AAPL,6/28/2013,put,375,A,0,,0.01,,2018,3995,6/28/2013,0,0,0,0,0.3
AAPL130628C00380000,AAPL,6/28/2013,call,380,A,15.85,,16.85,,496,278,6/28/2013,1,0,0,0,0.3
AAPL130628P00380000,AAPL,6/28/2013,put,380,A,0,,0.01,,4688,4312,6/28/2013,0,0,0,0,0.3
AAPL130628C00385000,AAPL,6/28/2013,call,385,A,10.85,,11.8,,2527,996,6/28/2013,1,0,0,0,0.3
AAPL130628P00385000,AAPL,6/28/2013,put,385,A,0,,0.01,,16814,5370,6/28/2013,0,0,0,0,0.3
AAPL130628C00390000,AAPL,6/28/2013,call,390,A,6,,6.65,,19531,1555,6/28/2013,1,0,0,0,0.3
AAPL130628P00390000,AAPL,6/28/2013,put,390,A,0,,0.01,,45802,9688,6/28/2013,0,0,0,0,0.3
AAPL130628C00395000,AAPL,6/28/2013,call,395,A,0.97,,1.5,,61309,5498,6/28/2013,1,0,0,0,0.3
AAPL130628P00395000,AAPL,6/28/2013,put,395,A,0,,0.01,,45414,7659,6/28/2013,0,0,0,0,0.3
AAPL130628C00400000,AAPL,6/28/2013,call,400,A,0.01,,0.02,,69615,11429,6/28/2013,0,0,0,0,0.3
AAPL130628P00400000,AAPL,6/28/2013,put,400,A,3.45,,4.05,,22160,6194,6/28/2013,-1,0,0,0,0.3
AAPL130628C00405000,AAPL,6/28/2013,call,405,A,0,,0.01,,16388,11670,6/28/2013,0,0,0,0,0.3
AAPL130628P00405000,AAPL,6/28/2013,put,405,A,8.4,,9,,2673,4463,6/28/2013,-1,0,0,0,0.3
AAPL130628C00410000,AAPL,6/28/2013,call,410,A,0,,0.01,,5786,10346,6/28/2013,0,0,0,0,0.3
AAPL130628P00410000,AAPL,6/28/2013,put,410,A,13.1,,14.3,,1335,3154,6/28/2013,-1,0,0,0,0.3
AAPL130628C00415000,AAPL,6/28/2013,call,415,A,0,,0.01,,2049,7655,6/28/2013,0,0,0,0,0.3
AAPL130628P00415000,AAPL,6/28/2013,put,415,A,18.2,,19.35,,1525,2425,6/28/2013,-1,0,0,0,0.3
AAPL130628C00420000,AAPL,6/28/2013,call,420,A,0,,0.01,,529,9441,6/28/2013,0,0,0,0,0.3
AAPL130628P00420000,AAPL,6/28/2013,put,420,A,23,,24.35,,964,2288,6/28/2013,-1,0,0,0,0.3
AAPL130628C00425000,AAPL,6/28/2013,call,425,A,0,,0.01,,481,7674,6/28/2013,0,0,0,0,0.3
AAPL130628P00425000,AAPL,6/28/2013,put,425,A,27.85,,29.25,,273,1937,6/28/2013,-1,0,0,0,0.3
AAPL130628C00430000,AAPL,6/28/2013,call,430,A,0,,0.01,,229,6652,6/28/2013,0,0,0,0,0.3
AAPL130628P00430000,AAPL,6/28/2013,put,430,A,32.8,,34.25,,247,901,6/28/2013,-1,0,0,0,0.3
AAPL130628C00435000,AAPL,6/28/2013,call,435,A,0,,0.01,,82,9195,6/28/2013,0,0,0,0,0.3
AAPL130628P00435000,AAPL,6/28/2013,put,435,A,37.9,,39.2,,248,841,6/28/2013,-1,0,0,0,0.3
AAPL130628C00440000,AAPL,6/28/2013,call,440,A,0,,0.01,,110,4275,6/28/2013,0,0,0,0,0.3
AAPL130628P00440000,AAPL,6/28/2013,put,440,A,42.85,,44.1,,54,618,6/28/2013,-1,0,0,0,0.3
AAPL130628C00445000,AAPL,6/28/2013,call,445,A,0,,0.01,,91,3160,6/28/2013,0,0,0,0,0.3
AAPL130628P00445000,AAPL,6/28/2013,put,445,A,47.9,,49.25,,51,548,6/28/2013,-1,0,0,0,0.3
AAPL130628C00450000,AAPL,6/28/2013,call,450,A,0,,0.01,,99,3482,6/28/2013,0,0,0,0,0.3
AAPL130628P00450000,AAPL,6/28/2013,put,450,A,52.8,,54.5,,57,210,6/28/2013,-1,0,0,0,0.3
AAPL130628C00455000,AAPL,6/28/2013,call,455,A,0,,0.01,,68,4766,6/28/2013,0,0,0,0,0.3
